
> global-under16-reg-dashboard-backend@0.1.0 crawl
> tsx src/crawl-cli.ts

Starting crawl pipeline...

[START       ] Crawl run #2 started with 84 sources
[ANALYZE     ] [229/426] Analyzed: @nogojiggy court said he's not guilty and it's nothing to do
[ANALYZE     ] [230/426] Analyzed: Gua lagi kesel sama rp, jadi ada rp facebook nge gay pake mu
[ANALYZE     ] [231/426] Analyzed: Minor children semi naked... Jaggi deleted... https://t.co/O
[ANALYZE     ] [232/426] Analyzed: @ProtectWithAVA , in a joint operation with @RPF_INDIA , res
[ANALYZE     ] [233/426] Analyzed: Minor children semi naked 😲 https://t.co/Ok3qVJYEcp
[ANALYZE     ] [234/426] Analyzed: @realitzei You have no idea how much I would love to see Ins
[ANALYZE     ] [235/426] Analyzed: You have no idea how much I would love to see Instagram go d
[ANALYZE     ] [236/426] Analyzed: IMPHAL POLICE NAB MAN IN MINOR SEXUAL ASSAULT CASE Facebook:
[ANALYZE     ] [237/426] Analyzed: Everyone please be aware of this man He had many accounts on
[ANALYZE     ] [238/426] Analyzed: (japanarts_corp IG Story) https://t.co/MCoAlrR3Bx 임윤찬 피아노 리사
[ANALYZE     ] [239/426] Analyzed: @ButtonPusher_ @LongTimeHistory Dinah Marie Chollet was arre
[ANALYZE     ] [240/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 1
[ANALYZE     ] [241/426] Analyzed: See this Instagram post by @danny_minor https://t.co/avOM9gn
[ANALYZE     ] [242/426] Analyzed: Repost it, Hindus.... for the Dalit girl In Burhanpur, Madhy
[ANALYZE     ] [243/426] Analyzed: @imphany @VeginaDentata aunty was a minor, that’s why. all o
[ANALYZE     ] [244/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 4
[ANALYZE     ] [245/426] Analyzed: Visalia Police say a Hanford man has been arrested, accused 
[ANALYZE     ] [246/426] Analyzed: Interesting divergence: Why is $META holding up despite the 
[ANALYZE     ] [247/426] Analyzed: @GSPRushFan @LongTimeHistory Dinah Marie Chollet, 44, co-own
[ANALYZE     ] [248/426] Analyzed: In his first time testifying about child safety in front of 
[ANALYZE     ] [249/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 5
[ANALYZE     ] [250/426] Analyzed: ALT LEFT PIPELINE Is for Groomers. MAP (minor attracted peop
[ANALYZE     ] [251/426] Analyzed: @ShainV8 @Roblox_RTC @USATODAY @CountyofLA (1) I understand 
[ANALYZE     ] [252/426] Analyzed: @sunsetlise @BlackveilVeil @boganintel According to reports 
[ANALYZE     ] [253/426] Analyzed: Social media trial shows Meta’s child safety promises were h
[ANALYZE     ] [254/426] Analyzed: West Virginia AG JB McCuskey filed a groundbreaking lawsuit 
[ANALYZE     ] [255/426] Analyzed: Social media trial shows Meta’s child safety promises were h
[ANALYZE     ] [256/426] Analyzed: A fitness influencer and former Marine has been indicted on 
[ANALYZE     ] [257/426] Analyzed: See odd reason somehow and right on time of seconds your cou
[ANALYZE     ] [258/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 1
[ANALYZE     ] [259/426] Analyzed: @BGobannos @LongTimeHistory According to Summerville PD and 
[ANALYZE     ] [260/426] Analyzed: @heptopod @QuantData Based on Feb 2026 reports, none of the 
[ANALYZE     ] [261/426] Analyzed: Big tech can't police itself ; Zuck is heartless. Social med
[ANALYZE     ] [262/426] Analyzed: 50个社媒成瘾而死去的孩子照片摆在法院门口，扎克伯格进去受审的那一刻，全美父母都在看… https://t.co/Izp
[ANALYZE     ] [263/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 2
[ANALYZE     ] [264/426] Analyzed: @2023ishere @LongTimeHistory Dinah Marie Chollet was arreste
[ANALYZE     ] [265/426] Analyzed: Ofcom, the UK regulator, is extending the Online Safety Act 
[ANALYZE     ] [266/426] Analyzed: 1. $META's +0.24% uptick suggests isolated resilience amid a
[ANALYZE     ] [267/426] Analyzed: Social media trial shows Meta’s child safety promises were h
[ANALYZE     ] [268/426] Analyzed: Market data suggests a mixed session. $META +0.24% and $TSLA
[ANALYZE     ] [269/426] Analyzed: #TRAFFICALERT Constable Deputies are on a minor crash near 1
[ANALYZE     ] [270/426] Analyzed: @policy_master @pooL_rM311_7221 Thanks for clarifying. Recen
[ANALYZE     ] [271/426] Analyzed: Market data suggests a cautious tone despite limited moves i
[ANALYZE     ] [272/426] Analyzed: market data suggests caution. $AAPL leads the decline at -1.
[ANALYZE     ] [273/426] Analyzed: Market data suggests a mixed technical setup. $AMZN (-0.35%)
[ANALYZE     ] [274/426] Analyzed: 🚨 ALERT: Broad market data suggests a pivot toward mature c
[ANALYZE     ] [275/426] Analyzed: @teamspeak Don’t forget to oppose laws mandating IDs on the 
[ANALYZE     ] [276/426] Analyzed: Season 4 Episode 70 of The Juco Editz Podcast with @jacksonb
[ANALYZE     ] [277/426] Analyzed: Isn’t the boy a minor? Arrest the Karen https://t.co/KLMp01m
[ANALYZE     ] [278/426] Analyzed: @chiefxmeta @DeepCutTheory @LowKeyUHTN Based on social media
[ANALYZE     ] [279/426] Analyzed: 14:02 - Crash DE-Sussex-Seaford Dove Rd And King Rd Seaford 
[ANALYZE     ] [280/426] Analyzed: @robotdonkey8 In recent developments, Meta faces lawsuits ov
[ANALYZE     ] [281/426] Analyzed: @SlaveDigi @AdamKinzinger @Spoonamore Dinah Chollet was arre
[ANALYZE     ] [282/426] Analyzed: I hope Olandria notices the age restriction and reaches out 
[ANALYZE     ] [283/426] Analyzed: "Hi @Meta @facebook @MetaNewsroom, I have been waiting since
[ANALYZE     ] [284/426] Analyzed: Yency Almonte is back with the Dodgers on a minor league dea
[ANALYZE     ] [285/426] Analyzed: Wow.. a few minor -quite insignificant- embellishments aside
[ANALYZE     ] [286/426] Analyzed: 🔥⛳🚨🇺🇸🇭🇹🔥 Lapolis Palm Beach arete Pastè Ayisyen Elco 
[ANALYZE     ] [287/426] Analyzed: Mallory McMorrow running in Michigan,pushing for surveillanc
[ANALYZE     ] [288/426] Analyzed: @Wvisioncreation If default camera photos with minor edits l
[ANALYZE     ] [289/426] Analyzed: i hate a bitch that go straight to her instagram notes every
[ANALYZE     ] [290/426] Analyzed: ♦️ Democrats plan to skip Donald Trump’s address to Congress
[ANALYZE     ] [291/426] Analyzed: "Hi @Meta @facebook, I've already appealed, but my ID was re
[ANALYZE     ] [292/426] Analyzed: Intro post!! Heya! I’m Jess and I often post my art. Any pro
[ANALYZE     ] [293/426] Analyzed: Meta whistleblower Frances Haugen @franceshaugen says the co
[ANALYZE     ] [294/426] Analyzed: Zuckerberg told LA jury that banning beauty filters felt "ov
[ANALYZE     ] [295/426] Analyzed: Us trying to battle against the age restriction on mother’s 
[ANALYZE     ] [296/426] Analyzed: Why Zuckerberg chose Instagram filters over expert warnings 
[ANALYZE     ] [297/426] Analyzed: Mahikeng's adernt activist, Thato Molosankwe, reports on Fac
[ANALYZE     ] [298/426] Analyzed: @FoxLaw10 Global Consciousness Project's ongoing experiments
[ANALYZE     ] [299/426] Analyzed: @Mental_Institut @Samecali4lights @TheDynastyChad1 @ihyonyxx
[ANALYZE     ] [300/426] Analyzed: @DrStefan33 @OwsWills Yea I get it pushed to me through Inst
[ANALYZE     ] [301/426] Analyzed: In his first time testifying about child safety in front of 
[ANALYZE     ] [302/426] Analyzed: Website is facing a minor issue right now. For orders/enquir
[ANALYZE     ] [303/426] Analyzed: pushing since organic engagement is less likely due to age r
[ANALYZE     ] [304/426] Analyzed: Sempre sul voto al referendum del prossimo marzo: Se voti SI
[ANALYZE     ] [305/426] Analyzed: @HANDINO_ That ebute meta psychopath you stan is the fraudul
[ANALYZE     ] [306/426] Analyzed: @pIaythebeat Halo kakk, ini lagi rame bngt di ch WA dan tikt
[ANALYZE     ] [307/426] Analyzed: Dear Bihar Police, @bihar_police @SpKatihar I am receiving t
[ANALYZE     ] [308/426] Analyzed: @_Saffron_Girl_ Andhbhakts, yeah we demolished a Mazhar/ Dur
[ANALYZE     ] [309/426] Analyzed: My daughter’s Instagram account: 👉 https://t.co/XHcMyDSAbW 
[ANALYZE     ] [310/426] Analyzed: Mark Zuckerberg has admitted that Meta moved too slowly in t
[ANALYZE     ] [311/426] Analyzed: My daughter’s Instagram account: 👉 https://t.co/XHcMyDSAbW�
[ANALYZE     ] [312/426] Analyzed: @Recon1_ZA @AvainAfrica Transcript: US Senate Hearing on 'Ex
[ANALYZE     ] [313/426] Analyzed: It is things like this, endless community notes - and the pu
[ANALYZE     ] [314/426] Analyzed: Shiv Sena (UBT) protests in Jammu over Bishnah minor r*pe ca
[ANALYZE     ] [315/426] Analyzed: @codyschneiderxx Cool process but this (minor creative varia
[ANALYZE     ] [316/426] Analyzed: @edd1ct @Currentreport1 Australia's social media age restric
[ANALYZE     ] [317/426] Analyzed: https://t.co/R1YaBDsg4I. Makes sense
[ANALYZE     ] [318/426] Analyzed: Burhanpur, Madhya Pradesh:- ​Sheikh Arshad, son of BJP counc
[ANALYZE     ] [319/426] Analyzed: Grooming guys alert! Hope @DelhiPolice takes action on these
[ANALYZE     ] [320/426] Analyzed: Mark Zuckerberg defended Meta’s child safety handling in tri
[ANALYZE     ] [321/426] Analyzed: Hndu Womb on Target Sheikh Arshad son of Sheikh Shakir, hara
[ANALYZE     ] [322/426] Analyzed: Fake contrition Some former Meta employees have said that th
[ANALYZE     ] [323/426] Analyzed: @Boomerjeff @tracegallagher But how would FB know the age of
[ANALYZE     ] [324/426] Analyzed: Pershing Square (Bill Ackman) Q4 2025 13F — Key Moves ➕ Adde
[ANALYZE     ] [325/426] Analyzed: @BBCNews We dont need online safety act..children should be 
[ANALYZE     ] [326/426] Analyzed: @Sir_Rainbows @Alatreon22 @Tomycj1 @catwithptsd @SpriggsyUK 
[ANALYZE     ] [327/426] Analyzed: @boladeakinfenwa @realYusufTukur In the UK, the Online Safet
[ANALYZE     ] [328/426] Analyzed: The Online Safety Act is a threat to free speech. Sold as do
[ANALYZE     ] [329/426] Analyzed: @PaperTiger64 @statelinx It's nothing but Internet Phishing 
[ANALYZE     ] [330/426] Analyzed: @guychristensen_ It's an Internet Phishing scheme being fram
[ANALYZE     ] [331/426] Analyzed: KOSA endangers children AND adults. Supporting that law is t
[ANALYZE     ] [332/426] Analyzed: KOSA attacks free speech in the name of “Child Safety.” The 
[ANALYZE     ] [333/426] Analyzed: @OverclockersUK Online safety act is quite literally represe
[ANALYZE     ] [334/426] Analyzed: @ResistanceSean They talk about candidates like items on a m
[ANALYZE     ] [335/426] Analyzed: Radicals Are at the Door - National Review https://t.co/uHlg
[ANALYZE     ] [336/426] Analyzed: Radicals Are at the Door - National Review “NYT -ideology “Z
[ANALYZE     ] [337/426] Analyzed: Cleary Trump believes we are idiots equating free speech wit
[ANALYZE     ] [338/426] Analyzed: Social Media and Children's Safety: Kids Online Safety Act N
[ANALYZE     ] [339/426] Analyzed: @saruei This may be X’s attempt to comply with the EU’s Digi
[ANALYZE     ] [340/426] Analyzed: @NYCPublicPolicy @HunterBoone @ReynosoBrooklyn seriously. th
[ANALYZE     ] [341/426] Analyzed: This is total bullshit. Ask yourself who is pushing this Kid
[ANALYZE     ] [342/426] Analyzed: @Jerry5424 @ChibiReviews Who does? We all know the greedy co
[ANALYZE     ] [343/426] Analyzed: 👨🏻‍💻Day 48/100 ~💻Children Sum in a Binary Tree. ~💻2236.
[ANALYZE     ] [344/426] Analyzed: @NYCMayor You and the DSA are sick perverts that wants to se
[ANALYZE     ] [345/426] Analyzed: The Online Safety Act so badly misunderstands what the Inter
[ANALYZE     ] [346/426] Analyzed: @NYCMayor No, stupid. @nyulangone follows #science. It is fo
[ANALYZE     ] [347/426] Analyzed: hi online grooming survivor here. KOSA is not for protecting
[ANALYZE     ] [348/426] Analyzed: @TiceRichard Those who are against the Online Safety Act whi
[ANALYZE     ] [349/426] Analyzed: @claireforny @nyulangone @nycDSA The Transhumanist Working G
[ANALYZE     ] [350/426] Analyzed: On Monday, I was invited to film a 25-minute-long panel disc
[ANALYZE     ] [351/426] Analyzed: @GuidoFawkes Good! Because the Online Safety Act was never t
[ANALYZE     ] [352/426] Analyzed: @AutismCapital It’s worse Autism! As a European Macron, Sanc
[ANALYZE     ] [353/426] Analyzed: 🎉 50 DAYS DONE in 2026! 🎉 Day 50/180 ✅ Solved: 2928. Distr
[ANALYZE     ] [354/426] Analyzed: Are Macron, Sanchez, 🇬🇷 Mitsotakis Merz, &amp; Starmer und
[ANALYZE     ] [355/426] Analyzed: @chrisbulski @mitchellvii Based on recent reports, Europe do
[ANALYZE     ] [356/426] Analyzed: Day 39/365 of my DSA journey. Solved Assign Cookies, applyin
[ANALYZE     ] [357/426] Analyzed: @KellyMorrisonMN Your little 'protest' lost and 3, 364 child
[ANALYZE     ] [358/426] Analyzed: @netleaf2 @Jmax528 @erbanku @MikeMumbelz @MonitorWarnow @Cur
[ANALYZE     ] [359/426] Analyzed: @grok @Jmax528 @erbanku @MikeMumbelz @MonitorWarnow @Current
[ANALYZE     ] [360/426] Analyzed: @IndiaWilloughby @lillywinter10 @EHRC @SexMattersOrg @bphill
[ANALYZE     ] [361/426] Analyzed: @Keir_Starmer Then repeal the "Online 'Safety' Act". Forcing
[ANALYZE     ] [362/426] Analyzed: Just another nail in democracy that's why governments are do
[ANALYZE     ] [363/426] Analyzed: @MarshaBlackburn @VP 2 People Who Pass KOSA In Their Countri
[ANALYZE     ] [364/426] Analyzed: EU: Commission opens investigation into SHEIN under the Digi
[ANALYZE     ] [365/426] Analyzed: @MarshaBlackburn @VP It's Online Safety Act Which In UK (Sta
[ANALYZE     ] [366/426] Analyzed: @countersources @disclosetv the way the implement it, which 
[ANALYZE     ] [367/426] Analyzed: @MarshaBlackburn @VP I call bullshit on the 90% support Mars
[ANALYZE     ] [368/426] Analyzed: @gildedcage66 @labourlewis @LizWebsterSBF I fear it's furthe
[ANALYZE     ] [369/426] Analyzed: F**k your online safety act smoke scream , to protect our ch
[ANALYZE     ] [370/426] Analyzed: @carylkauffman @TheRickyDavila No, Fetterman was an asshole 
[ANALYZE     ] [371/426] Analyzed: @pepesgrandma But but but its all about protecting children 
[ANALYZE     ] [372/426] Analyzed: @toadmeister @Telegraph Henry VIII Powers = Starmer’s God Mo
[ANALYZE     ] [373/426] Analyzed: Think of the children excuse doesn't work for us so give up 
[ANALYZE     ] [374/426] Analyzed: @DeportFAFO @MarshaBlackburn @VP How about not letting your 
[ANALYZE     ] [375/426] Analyzed: @MarshaBlackburn KOSA capitulates to woke censorship. The ov
[ANALYZE     ] [376/426] Analyzed: What makes them not conservatives? KOSA will require adults 
[ANALYZE     ] [377/426] Analyzed: @Rafa_Mangual @ACSNYC Let’s prove the the DSA made a mistake
[ANALYZE     ] [378/426] Analyzed: Today, Zuckerberg followed his playbook of denial and deceit
[ANALYZE     ] [379/426] Analyzed: These restrictions already exist within the scope of existin
[ANALYZE     ] [380/426] Analyzed: Evidence that KOSA Kids Online *Safety* Act violates the 4th
[ANALYZE     ] [381/426] Analyzed: @MarshaBlackburn @VP You silly fool this KOSA doesn't protec
[ANALYZE     ] [382/426] Analyzed: @Xenoimpulse they’re trying to shove KOSA through again righ
[ANALYZE     ] [383/426] Analyzed: The Online Safety Act in the UK is a threat to free speech. 
[ANALYZE     ] [384/426] Analyzed: @MarshaBlackburn @VP KOSA is the same cancerous law passed i
[ANALYZE     ] [385/426] Analyzed: @CTCentinal These kids never had as many issues before inter
[ANALYZE     ] [386/426] Analyzed: Parents: This is what the DSA Party teachers are doing with 
[ANALYZE     ] [387/426] Analyzed: @KemiBadenoch @TomCruise Opposing the Online Safety Act is t
[ANALYZE     ] [388/426] Analyzed: @toadmeister @Telegraph Online Safety Act for children under
[ANALYZE     ] [389/426] Analyzed: @RupertLowe10 It's so refreshing to hear common sense. I hop
[ANALYZE     ] [390/426] Analyzed: @MarshaBlackburn @VP KOSA will NEVER protect children and it
[ANALYZE     ] [391/426] Analyzed: Big Tech should never have more power over our kids than par
[ANALYZE     ] [392/426] Analyzed: @amuse DSA &amp; NEA must be identified as communist groups.
[ANALYZE     ] [393/426] Analyzed: @jaycaspiankang Are we talking about the Ro Khanna that is a
[ANALYZE     ] [394/426] Analyzed: The Online Safety Act was never about protecting children, i
[ANALYZE     ] [395/426] Analyzed: @MountainTechDad @amuse Starmer's stated reasons for speech 
[ANALYZE     ] [396/426] Analyzed: @BLkhoih96132 As i was saying before the motherfucking cocks
[ANALYZE     ] [397/426] Analyzed: @fairplayforkids are just nothing but a group of cocksuckers
[ANALYZE     ] [398/426] Analyzed: @fairplayforkids You stupid motherfuckers look like you'll n
[ANALYZE     ] [399/426] Analyzed: I'm urging Congressional leadership to act on behalf of Okla
[ANALYZE     ] [400/426] Analyzed: 🛡️ UK treats chatbots like platforms to shield kids online,
[ANALYZE     ] [401/426] Analyzed: The Online Safety Act is a threat to free speech. Sold as do
[ANALYZE     ] [402/426] Analyzed: @MentallyDivine lol wasn’t mismanaged by Adams!! It was from
[ANALYZE     ] [403/426] Analyzed: @Osint613 He's obsessed with censorship, he pushed hard the 
[ANALYZE     ] [404/426] Analyzed: Under the excuse of protecting kids Starmer is employing dra
[ANALYZE     ] [405/426] Analyzed: Following last month’s House of Lords push to restrict child
[ANALYZE     ] [406/426] Analyzed: 'Starmer has exposed the lie at the heart of the Online Safe
[ANALYZE     ] [407/426] Analyzed: @lukejcr Also wants to get rid of the online safety act putt
[ANALYZE     ] [408/426] Analyzed: feeds Under the DSA, fines could reach 6% of global turnover
[ANALYZE     ] [409/426] Analyzed: 🔥Day 60 of Problem Solving ✅Heap Extraction + heapifyDown →
[ANALYZE     ] [410/426] Analyzed: In Uk as i won't show them ID, I am not allowed to see sewag
[ANALYZE     ] [411/426] Analyzed: @luxeprogressive Ro is one of the biggest proponents of KOSA
[ANALYZE     ] [412/426] Analyzed: @MarshaBlackburn @VP Thank you for leading the charge on KOS
[ANALYZE     ] [413/426] Analyzed: @BRICSinfo And throw Ursula, starmer, Sanchez and co. In, th
[ANALYZE     ] [414/426] Analyzed: @LostTman1093 @Harvard04295809 @ChibiReviews Again, falls ar
[ANALYZE     ] [415/426] Analyzed: @MarshaBlackburn @VP Our children aren't data points for Sil
[ANALYZE     ] [416/426] Analyzed: @MarshaBlackburn @VP The Kids Online Safety Act (KOSA) highl
[ANALYZE     ] [417/426] Analyzed: @ForkliftTez @wideawake_media Those who enjoy kiddie porn an
[ANALYZE     ] [418/426] Analyzed: The UK government says it will tighten how the Online Safety
[ANALYZE     ] [419/426] Analyzed: @MischiefMa77752 @PrometheanActn Unfortunately his son Alex 
[ANALYZE     ] [420/426] Analyzed: @vinibarbosabr the pattern is always the same: propose surve
[ANALYZE     ] [421/426] Analyzed: @MinnesotaDFL as if you have power of some sort? Your party 
[ANALYZE     ] [422/426] Analyzed: @AOC Why is it that none of you ever makes comparatively acc
[ANALYZE     ] [423/426] Analyzed: @Precedent_Vice @dbl_mp1 KOSA (Kids Online Safety Act) and A
[ANALYZE     ] [424/426] Analyzed: On Feb. 17, TPA's @davidbmcgarry testified before Georgia la
[ANALYZE     ] [425/426] Analyzed: @RBryan275 @thekognitive @KenyanSays Data localization in th
[ANALYZE     ] [426/426] Analyzed: @Angie_RejoinEU @Keir_Starmer Australia's under-16 social me
[ANALYZE_DONE] 0 relevant items found out of 426
[PERSIST     ] Persisting 0 items...
[DONE        ] Pipeline complete: 0 new, 0 updated, 0 duplicate

=== Pipeline Results ===
  Run ID:        2
  Items crawled:  426
  Items analyzed: 426
  Relevant:       0
  New:            0
  Updated:        0
  Duplicate:      0
  Duration:       99.8s

Done.
